ticket,type,entry_time,exit_time,entry_price,exit_price,pnl,exit_reason,magic,basket_layers
4960,SELL,2025-06-18 02:15:00,2025-06-18 02:59:00,104867.84,104684.65,173.19000000000233,Basket TP,20260523,13
4961,SELL,2025-06-18 02:17:00,2025-06-18 02:59:00,104967.84,104684.65,273.1900000000023,Basket TP,20260523,13
4962,SELL,2025-06-18 02:20:00,2025-06-18 02:59:00,105067.84,104684.65,373.1900000000023,Basket TP,20260523,13
4963,SELL,2025-06-18 02:21:00,2025-06-18 02:59:00,105167.84,104684.65,473.1900000000023,Basket TP,20260523,13
4964,SELL,2025-06-18 02:24:00,2025-06-18 02:59:00,105267.84,104684.65,573.1900000000023,Basket TP,20260523,13
4965,BUY,2025-06-25 07:37:00,2025-06-25 07:39:00,105910.51,105975.38,3.840900000000693,Basket TP,20260523,1
4966,BUY,2025-06-25 10:46:00,2025-06-25 10:48:00,106375.54,106413.82,1.979600000000937,Basket TP,20260523,1
4967,BUY,2025-06-25 11:00:00,2025-06-25 11:01:00,106277.64,106309.41,7.8372000000014665,Basket TP,20260524,1
4968,BUY,2025-06-25 11:02:00,2025-06-25 11:07:00,106309.51,106251.26,-24.57,Basket TP,20260524,1
4969,BUY,2025-06-25 11:25:00,2025-06-25 11:26:00,106259.83,106324.43,19.655999999996858,Basket TP,20260524,1
4970,BUY,2025-06-25 11:27:00,2025-06-25 11:56:00,106323.89,106243.34,-32.59800000000104,Basket TP,20260524,3
4971,BUY,2025-06-25 11:33:00,2025-06-25 11:56:00,106223.89,106243.34,3.401999999998952,Basket TP,20260524,3
4972,BUY,2025-06-25 11:36:00,2025-06-25 11:56:00,106123.89,106243.34,39.40199999999895,Basket TP,20260524,3
4973,BUY,2025-06-25 16:40:00,2025-06-25 16:45:00,106710.96,106643.37,-27.93240000000398,Basket TP,20260523,3
4974,BUY,2025-06-25 16:43:00,2025-06-25 16:45:00,106610.96,106643.37,8.067599999996018,Basket TP,20260523,3
4975,BUY,2025-06-25 16:44:00,2025-06-25 16:45:00,106510.96,106643.37,44.06759999999601,Basket TP,20260523,3
4976,BUY,2025-06-25 16:46:00,2025-06-25 16:48:00,106643.37,106620.73,-11.75039999999979,Basket TP,20260523,2
4977,BUY,2025-06-25 16:47:00,2025-06-25 16:48:00,106543.37,106620.73,24.249600000000207,Basket TP,20260523,2
4978,BUY,2025-06-25 21:23:00,2025-06-25 21:24:00,107505.96,107671.62,10.896199999999228,Basket TP,20260523,1
4979,BUY,2025-06-25 22:08:00,2025-06-25 22:09:00,107482.81,107491.36,-0.10149999999979631,Basket TP,20260523,1
4980,BUY,2025-06-25 22:21:00,2025-06-25 22:22:00,107170.63,107204.42,1.6652999999995517,Basket TP,20260523,1
4981,BUY,2025-06-25 22:36:00,2025-06-25 22:37:00,106919.87,107104.53,12.226200000000246,Basket TP,20260523,1
4982,BUY,2025-06-25 23:37:00,2025-06-25 23:38:00,107186.58,107259.92,4.4337999999997555,Basket TP,20260523,1
4983,BUY,2025-06-25 23:50:00,2025-06-25 23:51:00,107062.25,107150.11,5.4502000000000415,Basket TP,20260523,1
4984,BUY,2025-06-26 00:44:00,2025-06-26 00:47:00,107066.7,107127.01,3.5216999999998375,Basket TP,20260523,1
4985,BUY,2025-06-26 06:06:00,2025-06-26 06:07:00,107189.13,107266.22,4.696299999999756,Basket TP,20260523,1
